,Loan_ID,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Gender_Male,Married_Yes,Education_Not Graduate,Property_Area_Semiurban,Property_Area_Urban,Dependents_1,Dependents_2,Dependents_3+,Self_Employed_Yes
37,LP001112,0.04350030921459493,0.03501571987424101,0.19536903039073802,360.0,1.0,Y,0,1,0,1,0,0,0,0,0
38,LP001114,0.049672232529375394,0.17303861569107448,0.2532561505065123,360.0,1.0,Y,1,0,0,0,1,0,0,0,0
39,LP001116,0.04450216450216451,0.04003167974656203,0.14616497829232994,360.0,1.0,Y,1,0,1,1,0,0,0,0,0
40,LP001119,0.04267161410018554,0.0,0.10274963820549927,360.0,1.0,N,1,0,0,0,1,0,0,0,0
41,LP001120,0.020408163265306124,0.029111767105863152,0.05499276410998552,360.0,1.0,Y,1,0,0,0,1,0,0,0,0
42,LP001123,0.027829313543599257,0.0,0.0955137481910275,360.0,0.0,Y,1,1,0,0,1,0,0,0,0
43,LP001131,0.04688930117501547,0.056063551491588065,0.18089725036179446,360.0,1.0,Y,1,1,0,1,0,0,0,0,0
44,LP001136,0.056215213358070504,0.0,0.12590448625180894,360.0,1.0,Y,1,1,1,0,1,0,0,0,1
45,LP001137,0.04032158317872604,0.0,0.11432706222865412,360.0,1.0,Y,0,0,0,0,1,0,0,0,0
46,LP001138,0.06801484230055659,0.0,0.05065123010130246,360.0,1.0,Y,1,1,0,0,1,1,0,0,0
47,LP001144,0.07014223871366729,0.0,0.19536903039073802,360.0,1.0,Y,1,1,0,0,1,0,0,0,0
48,LP001146,0.03085961657390229,0.0825593395252838,0.1606367583212735,360.0,0.0,N,0,1,0,0,1,0,0,0,0
49,LP001151,0.04761904761904762,0.05459956320349437,0.19536903039073802,360.0,1.0,Y,0,0,0,1,0,0,0,0,0
50,LP001155,0.021991341991341992,0.039455684354525164,0.13169319826338638,360.0,1.0,Y,0,1,1,1,0,0,0,0,0
51,LP001157,0.03631416202844775,0.0,0.1606367583212735,360.0,1.0,Y,0,0,0,1,0,0,0,0,0
52,LP001164,0.050463821892393325,0.0,0.14905933429811866,360.0,1.0,N,0,0,0,1,0,0,0,0,0
53,LP001179,0.055238095238095246,0.0,0.18089725036179446,360.0,1.0,N,1,1,0,0,1,0,1,0,0
54,LP001186,0.14038342609771182,0.0,0.4008683068017366,360.0,0.0,N,0,1,0,0,1,1,0,0,1
55,LP001194,0.03163883735312307,0.0280077759377925,0.12735166425470332,360.0,1.0,Y,1,1,0,1,0,0,1,0,0
56,LP001195,0.02451453308596166,0.038183694530443756,0.12590448625180894,360.0,1.0,Y,1,1,0,1,0,0,0,0,0
57,LP001197,0.03977736549165121,0.05279957760337917,0.18234442836468884,360.0,1.0,N,1,1,0,0,0,0,0,0,0
58,LP001198,0.09808286951144093,0.05399956800345597,0.24746743849493485,360.0,1.0,Y,1,1,0,0,1,1,0,0,0
59,LP001199,0.03966604823747681,0.06861545107639139,0.19536903039073802,360.0,1.0,Y,1,1,1,0,1,0,1,0,0
60,LP001205,0.02906617192331478,0.09110327117383062,0.1606367583212735,360.0,1.0,Y,1,1,0,0,1,0,0,0,0
61,LP001206,0.0356091527520099,0.0,0.130246020260492,360.0,1.0,Y,1,1,0,0,1,0,0,1,0
62,LP001207,0.030414347557204704,0.08277533779729762,0.22575976845151952,180.0,0.0,N,1,1,1,0,0,0,0,0,1
63,LP001213,0.059307359307359316,0.0,0.17221418234442834,360.0,0.0,N,1,1,0,0,0,1,0,0,0
64,LP001222,0.049672232529375394,0.0,0.15484804630969606,360.0,0.0,N,0,0,0,1,0,0,0,0,0
65,LP001225,0.06896722325293754,0.11027911776705786,0.3603473227206946,360.0,1.0,N,1,1,0,1,0,0,0,0,0
66,LP001228,0.037724180581323444,0.05409556723546212,0.16931982633863962,180.0,0.0,N,1,0,1,0,1,0,0,0,0
67,LP001233,0.1311069882498454,0.0,0.4384949348769898,360.0,1.0,Y,1,1,0,0,1,1,0,0,0
68,LP001238,0.08596165739022882,0.0,0.16787264833574528,60.0,1.0,Y,1,1,1,0,1,0,0,1,1
69,LP001241,0.05132962275819419,0.0,0.18379160636758318,360.0,0.0,N,0,0,0,1,0,0,0,0,0
70,LP001243,0.037823129251700685,0.07358341133270933,0.23589001447178,360.0,1.0,Y,1,1,0,0,1,0,0,0,0
71,LP001245,0.021335807050092765,0.044999640002879975,0.12735166425470332,360.0,1.0,Y,1,1,1,1,0,0,1,0,1
72,LP001248,0.041434755720470014,0.0,0.10419681620839363,300.0,1.0,Y,1,0,0,1,0,0,0,0,0
73,LP001250,0.05695732838589982,0.0,0.12445730824891461,360.0,0.0,N,1,1,1,1,0,0,0,1,0
74,LP001253,0.06327767470624614,0.042575659394724845,0.2575976845151953,360.0,1.0,Y,1,1,0,1,0,0,0,1,1
75,LP001255,0.04452690166975882,0.0,0.150506512301013,480.0,1.0,N,1,0,0,0,1,0,0,0,0
76,LP001256,0.04452690166975882,0.11399908800729594,0.24167872648335742,360.0,1.0,N,1,0,0,0,1,0,0,0,0
77,LP001259,0.010513296227581943,0.07252741978064176,0.14616497829232994,360.0,1.0,N,1,1,0,0,1,1,0,0,1
78,LP001263,0.03731601731601732,0.09599923200614395,0.24746743849493485,300.0,0.0,N,1,1,0,1,0,0,0,1,0
79,LP001264,0.03936920222634509,0.05198358413132695,0.17510853835021706,360.0,0.0,Y,1,1,1,1,0,0,0,1,1
80,LP001265,0.04571428571428572,0.0,0.14761215629522428,360.0,1.0,Y,0,0,0,1,0,0,0,0,0
81,LP001266,0.02776747062461348,0.0,0.17221418234442834,360.0,1.0,Y,1,1,0,1,0,1,0,0,1
82,LP001267,0.01518862090290662,0.04514363885088919,0.22865412445730823,360.0,1.0,N,0,1,0,0,1,0,1,0,0
83,LP001273,0.07235621521335807,0.05399956800345597,0.3704775687409551,360.0,0.0,N,1,1,0,1,0,0,0,0,0
84,LP001275,0.04747062461348176,0.0,0.059334298118668596,240.0,1.0,Y,1,1,0,0,1,1,0,0,0
85,LP001279,0.02740878169449598,0.06074351405188758,0.18379160636758318,360.0,1.0,Y,1,0,0,1,0,0,0,0,0
86,LP001280,0.03936920222634509,0.047999616003071975,0.130246020260492,360.0,0.0,Y,1,1,1,1,0,0,1,0,0
87,LP001282,0.02906617192331478,0.05083159334725322,0.1374819102749638,360.0,1.0,Y,1,1,0,1,0,0,0,0,0
88,LP001289,0.10409400123685839,0.0,0.29088277858176553,360.0,1.0,Y,1,0,0,0,1,0,0,0,0
89,LP001310,0.06858379715522572,0.10000719994240047,0.24023154848046308,360.0,1.0,Y,1,1,0,1,0,0,0,0,0
90,LP001316,0.03473098330241188,0.06959944320445437,0.1765557163531114,360.0,1.0,Y,1,1,0,1,0,0,0,0,0
91,LP001318,0.07544836116264687,0.1356949144406845,0.25904486251808967,180.0,1.0,Y,1,1,0,1,0,0,1,0,0
92,LP001319,0.03862708719851578,0.0436796505627955,0.10419681620839363,360.0,1.0,Y,1,1,1,0,1,0,1,0,0
93,LP001322,0.04926406926406927,0.0,0.16353111432706222,360.0,1.0,Y,1,0,0,1,0,0,0,0,0
94,LP001325,0.04291898577612864,0.0,0.023154848046309698,120.0,1.0,Y,1,0,1,1,0,0,0,0,0
95,LP001326,0.08202844774273346,0.0,0.17221418234442834,360.0,0.0,N,1,0,0,0,1,0,0,0,0
96,LP001327,0.028868274582560298,0.05524755801953585,0.18523878437047755,360.0,1.0,Y,0,1,0,1,0,0,0,0,0
97,LP001333,0.0225974025974026,0.02392780857753138,0.059334298118668596,360.0,1.0,Y,1,1,0,1,0,0,0,0,0
98,LP001334,0.04994434137291281,0.0,0.15340086830680172,180.0,1.0,Y,1,1,1,1,0,0,0,0,0
99,LP001343,0.01990105132962276,0.08498332013343893,0.1765557163531114,360.0,1.0,Y,1,1,0,1,0,0,0,0,0
100,LP001345,0.05118119975262833,0.07831137350901193,0.17945007235890012,180.0,1.0,Y,1,1,1,0,1,0,1,0,0
101,LP001349,0.05804576376004948,0.09134326925384598,0.20549927641099852,360.0,1.0,Y,1,0,0,1,0,0,0,0,0
102,LP001350,0.16697588126159554,0.0,0.17221418234442834,360.0,1.0,Y,1,1,0,0,1,0,0,1,0
103,LP001356,0.05568336425479283,0.08599131206950344,0.17221418234442834,360.0,1.0,Y,1,1,0,1,0,0,0,0,0
104,LP001357,0.04534322820037106,0.018095855233158136,0.21852387843704774,360.0,1.0,Y,1,1,0,0,1,0,0,1,0
105,LP001367,0.03589363017934447,0.024719802241582066,0.13169319826338638,360.0,1.0,Y,1,1,0,0,1,1,0,0,0
106,LP001369,0.13935683364254794,0.027023783809729522,0.3125904486251809,360.0,1.0,Y,1,1,0,0,1,0,1,0,0
107,LP001370,0.08884353741496599,0.0,0.1606367583212735,360.0,1.0,N,1,0,1,0,0,0,0,0,0
108,LP001379,0.04514533085961658,0.08639930880552955,0.29956584659913166,360.0,0.0,N,1,1,0,0,1,0,1,0,0
109,LP001384,0.023760049474335188,0.018095855233158136,0.12301013024602024,480.0,1.0,Y,1,1,1,1,0,0,0,1,0
110,LP001385,0.0638961038961039,0.0,0.18379160636758318,360.0,1.0,Y,1,0,0,0,1,0,0,0,0
111,LP001387,0.034372294372294374,0.05599155206758346,0.18813314037626624,360.0,1.0,Y,0,1,0,1,0,0,0,0,0
112,LP001391,0.042325293753865185,0.09873521011831905,0.2069464544138929,360.0,0.0,N,1,1,1,0,0,0,0,0,0
113,LP001392,0.0903030303030303,0.0,0.17221418234442834,360.0,1.0,Y,0,0,0,1,0,1,0,0,1
114,LP001398,0.060606060606060615,0.0,0.15774240231548478,360.0,1.0,Y,1,0,0,1,0,0,0,0,0
115,LP001401,0.17851576994434137,0.0,0.25470332850940663,180.0,1.0,Y,1,1,0,0,0,1,0,0,0
116,LP001404,0.03731601731601732,0.054791561667506664,0.20984081041968158,360.0,1.0,Y,0,1,0,1,0,0,0,0,0
117,LP001405,0.025528756957328386,0.03355173158614731,0.10998552821997105,360.0,0.0,Y,1,1,0,0,1,1,0,0,0
118,LP001421,0.06701298701298701,0.051407588739290085,0.24023154848046308,360.0,1.0,N,1,1,0,0,0,0,0,0,0
119,LP001422,0.12687693259121832,0.0,0.361794500723589,360.0,1.0,Y,0,0,0,0,1,0,0,0,0
120,LP001426,0.06823747680890538,0.06400748794009647,0.24746743849493485,360.0,1.0,Y,1,1,0,0,0,0,0,1,0
121,LP001430,0.049672232529375394,0.0,0.05065123010130246,360.0,1.0,Y,0,0,0,1,0,0,0,0,0
122,LP001431,0.024576376004947435,0.21551827585379318,0.18523878437047755,360.0,0.0,Y,0,0,0,1,0,0,0,0,0
123,LP001432,0.034718614718614725,0.0,0.10419681620839363,360.0,1.0,Y,1,1,0,1,0,0,1,0,0
124,LP001439,0.05132962275819419,0.04833561331509348,0.26772793053545585,360.0,1.0,Y,1,1,1,0,0,0,0,0,0
125,LP001443,0.04380952380952381,0.0,0.1215629522431259,360.0,0.0,Y,0,0,0,0,0,0,0,0,0
126,LP001448,0.2925541125541126,0.0,0.5224312590448625,360.0,1.0,Y,1,1,0,0,0,0,0,1,0
127,LP001449,0.04594928880643167,0.03935968512251902,0.17221418234442834,360.0,1.0,Y,1,0,0,0,0,0,0,0,0
128,LP001451,0.1281756338899196,0.09239926080591356,0.21852387843704774,180.0,0.0,N,1,1,0,0,1,1,0,0,1
129,LP001465,0.07334570191713048,0.06165550675594595,0.25036179450072354,360.0,0.0,N,1,1,0,0,0,0,0,0,0
130,LP001469,0.247569573283859,0.0,0.9276410998552822,480.0,0.0,Y,1,0,0,0,1,0,0,0,1
131,LP001473,0.02305504019789734,0.04629562963496292,0.09406657018813314,360.0,1.0,Y,1,0,0,0,1,0,0,0,0
132,LP001478,0.03176252319109463,0.0,0.08827785817655572,360.0,1.0,Y,1,0,0,1,0,0,0,0,0
133,LP001482,0.040927643784786645,0.0,0.023154848046309698,120.0,1.0,Y,1,1,0,1,0,0,0,0,1
134,LP001487,0.05868893011750155,0.0,0.1345875542691751,360.0,1.0,Y,1,0,0,1,0,0,0,0,0
135,LP001488,0.04761904761904762,0.1859985120119039,0.406657018813314,360.0,1.0,N,1,1,0,1,0,0,0,1,0
136,LP001489,0.05482993197278912,0.0,0.1085383502170767,360.0,1.0,N,0,1,0,0,0,0,0,0,0
137,LP001491,0.03915893630179345,0.08399932800537596,0.11432706222865412,360.0,1.0,Y,1,1,0,0,1,0,1,0,1
138,LP001492,0.18366110080395795,0.0,0.3371924746743849,360.0,0.0,N,1,0,0,1,0,0,0,0,0
139,LP001493,0.05009276437847867,0.03431972544219646,0.17366136034732269,360.0,1.0,N,1,1,1,0,0,0,1,0,0
140,LP001497,0.06050711193568337,0.049991600067199465,0.25470332850940663,360.0,1.0,N,1,1,0,0,0,0,1,0,0
141,LP001498,0.06514533085961657,0.0,0.23010130246020258,360.0,1.0,Y,1,0,0,0,1,0,0,0,0
142,LP001504,0.08410636982065553,0.0,0.24023154848046308,180.0,1.0,Y,1,0,0,1,0,0,0,0,1
143,LP001507,0.03151515151515152,0.0488156094751242,0.16353111432706222,360.0,1.0,Y,1,1,0,1,0,0,0,0,0
144,LP001508,0.1435621521335807,0.0,0.2575976845151953,180.0,1.0,Y,1,1,0,0,1,0,1,0,0
145,LP001514,0.026963512677798392,0.10766313869489044,0.13169319826338638,360.0,1.0,Y,0,1,0,1,0,0,0,0,0
146,LP001516,0.1820160791589363,0.0,0.08827785817655572,360.0,1.0,Y,0,1,0,0,1,0,1,0,0
147,LP001518,0.017167594310451454,0.03419972640218878,0.030390738060781478,360.0,1.0,Y,1,1,0,0,1,1,0,0,0
148,LP001519,0.12183055040197897,0.03998368013055895,0.3125904486251809,360.0,1.0,N,0,0,0,0,0,0,0,0,0
149,LP001520,0.05825602968460112,0.01991984064127487,0.16787264833574528,360.0,1.0,Y,1,1,0,1,0,0,0,0,0
150,LP001528,0.07578231292517007,0.0,0.15774240231548478,360.0,0.0,N,1,0,0,0,0,0,0,0,0
151,LP001529,0.03001855287569573,0.08999928000575995,0.2069464544138929,360.0,1.0,Y,1,1,0,0,0,0,0,0,1
152,LP001531,0.11151515151515151,0.0,0.34008683068017365,360.0,1.0,N,1,0,0,0,1,0,0,0,0
153,LP001532,0.026357452071737786,0.0,0.150506512301013,360.0,1.0,N,1,1,1,0,0,0,1,0,0
154,LP001535,0.03839208410636982,0.0,0.059334298118668596,360.0,1.0,Y,1,0,0,0,1,0,0,0,0
155,LP001536,0.4928756957328386,0.0,0.8552821997105644,180.0,0.0,Y,1,1,0,1,0,0,0,1,0
156,LP001541,0.07235621521335807,0.0,0.21852387843704774,360.0,0.0,Y,1,1,0,0,0,1,0,0,0
157,LP001543,0.11611626468769326,0.0,0.2575976845151953,360.0,1.0,Y,1,1,0,0,1,1,0,0,0
158,LP001546,0.035003092145949294,0.049991600067199465,0.1606367583212735,360.0,1.0,Y,1,0,0,0,0,0,0,0,0
159,LP001552,0.05482993197278912,0.13499892000863994,0.35600578871201155,360.0,1.0,Y,1,1,0,1,0,0,0,0,0
160,LP001560,0.021187384044526903,0.024983800129598964,0.12879884225759766,360.0,1.0,Y,1,1,1,1,0,0,0,0,0
161,LP001562,0.09626468769325912,0.0,0.38494934876989867,360.0,1.0,N,1,1,0,0,1,0,0,0,0
162,LP001565,0.036351267779839214,0.030719754241966064,0.16208393632416784,360.0,0.0,N,1,1,0,1,0,1,0,0,0
163,LP001570,0.04968460111317255,0.03472772217822257,0.21562952243125902,360.0,1.0,Y,1,1,0,0,0,0,1,0,0
164,LP001572,0.1134570191713049,0.0,0.0955137481910275,180.0,1.0,Y,1,1,0,0,1,0,0,0,0
165,LP001574,0.04399505256648114,0.07598339213286294,0.25036179450072354,360.0,1.0,Y,1,1,0,0,0,0,0,0,0
166,LP001577,0.05482993197278912,0.0,0.14905933429811866,360.0,1.0,N,0,1,0,0,0,0,0,0,0
167,LP001578,0.028311688311688312,0.07999136006911944,0.17366136034732269,360.0,1.0,Y,1,1,0,0,0,0,0,0,0
168,LP001579,0.025813234384662955,0.0,0.07814761215629522,480.0,0.0,N,1,0,0,1,0,0,0,0,0
169,LP001580,0.09709338280766852,0.0,0.276410998552822,360.0,1.0,Y,1,1,0,1,0,0,1,0,0
170,LP001581,0.020655534941249228,0.042455660354717165,0.12445730824891461,360.0,1.0,Y,1,1,1,0,0,0,0,0,0
171,LP001585,0.6383797155225727,0.0,1.0,300.0,1.0,Y,1,1,0,0,1,0,0,1,0
172,LP001586,0.04170686456400743,0.0,0.10419681620839363,180.0,1.0,N,1,1,1,0,0,0,0,1,0
173,LP001594,0.06874458874458875,0.13499892000863994,0.2575976845151953,360.0,1.0,Y,1,1,0,1,0,0,0,0,0
174,LP001603,0.05187384044526902,0.017663858689130486,0.11287988422575977,360.0,1.0,N,1,1,1,1,0,0,0,0,1
175,LP001606,0.04139764996907855,0.04713562291501668,0.15484804630969606,360.0,1.0,Y,1,1,0,0,0,0,0,0,0
176,LP001608,0.023438466295609153,0.03885568915448676,0.13314037626628072,360.0,1.0,Y,1,1,0,0,0,0,1,0,0
177,LP001610,0.06636982065553494,0.2711978304173567,0.703328509406657,360.0,0.0,N,1,1,0,1,0,0,0,1,0
178,LP001616,0.04452690166975882,0.0,0.15484804630969606,360.0,1.0,Y,1,1,0,1,0,1,0,0,0
179,LP001630,0.027000618429189858,0.03482372141022872,0.1345875542691751,480.0,0.0,N,1,0,1,0,1,0,0,0,0
180,LP001633,0.07730364873222016,0.17399860801113592,0.24746743849493485,360.0,0.0,N,1,1,0,0,1,1,0,0,0
181,LP001634,0.02184291898577613,0.1215110279117767,0.08393632416787264,360.0,0.0,N,1,0,0,0,0,0,0,0,0
182,LP001636,0.05504019789734076,0.0,0.09261939218523878,180.0,1.0,Y,1,1,0,1,0,0,0,0,0
183,LP001637,0.4167717996289425,0.0,0.36324167872648333,360.0,1.0,N,1,1,0,1,0,1,0,0,0
184,LP001639,0.042980828695114416,0.0,0.14327062228654122,360.0,1.0,Y,0,1,0,1,0,0,0,0,0
185,LP001640,0.4823376623376624,0.11399908800729594,0.1606367583212735,360.0,1.0,Y,1,1,0,1,0,0,0,0,1
186,LP001641,0.025083487940630797,0.0,0.0824891461649783,300.0,0.0,N,1,1,0,0,0,1,0,0,1
187,LP001643,0.02761904761904762,0.05131158950728394,0.07091172214182344,360.0,0.0,Y,1,1,0,0,0,0,0,0,0
188,LP001644,0.006481137909709338,0.12710298317613458,0.23010130246020258,360.0,1.0,Y,1,1,0,0,0,0,0,0,1
189,LP001647,0.11351886209029066,0.0,0.25904486251808967,180.0,1.0,Y,1,1,0,0,0,0,0,0,0
190,LP001653,0.05856524427953,0.0,0.05643994211287988,360.0,1.0,Y,1,0,1,0,0,0,0,0,0
191,LP001656,0.14656771799628943,0.0,0.22431259044862514,360.0,1.0,N,1,0,0,1,0,0,0,0,0
192,LP001657,0.0727643784786642,0.0,0.21852387843704774,360.0,1.0,N,1,1,1,0,1,0,0,0,0
193,LP001658,0.04586270871985158,0.0,0.09696092619392185,360.0,1.0,Y,1,0,0,1,0,0,0,0,0
194,LP001664,0.049981447124304273,0.0,0.1606367583212735,360.0,1.0,Y,1,0,0,0,0,0,0,0,0
195,LP001665,0.0367965367965368,0.061991504067967454,0.2329956584659913,360.0,1.0,N,1,1,0,1,0,1,0,0,0
196,LP001666,0.10121212121212121,0.08999928000575995,0.2575976845151953,360.0,1.0,Y,1,0,0,0,0,0,0,0,0
197,LP001669,0.02173160173160173,0.05675954592363261,0.1606367583212735,360.0,1.0,Y,0,0,1,0,1,0,0,0,0
198,LP001671,0.04039579468150897,0.06758345933232535,0.150506512301013,360.0,0.0,Y,0,1,0,1,0,0,0,0,0
199,LP001673,0.1341991341991342,0.0,0.10709117221418234,360.0,1.0,N,1,0,0,0,1,0,0,0,1
200,LP001674,0.0303030303030303,0.05999952000383997,0.11722141823444283,360.0,1.0,Y,1,1,1,1,0,1,0,0,0
201,LP001677,0.059035250463821895,0.0,0.22720694645441386,360.0,0.0,Y,1,0,0,1,0,0,1,0,0
202,LP001682,0.04752009894867038,0.0,0.17221418234442834,180.0,1.0,N,1,1,1,0,1,0,0,1,0
203,LP001688,0.041434755720470014,0.025991792065663474,0.18234442836468884,360.0,1.0,Y,1,1,1,0,1,1,0,0,0
204,LP001691,0.04659245516388374,0.0,0.1664254703328509,360.0,1.0,Y,1,1,1,1,0,0,1,0,0
205,LP001692,0.05266542980828696,0.0,0.1606367583212735,360.0,1.0,Y,0,0,1,1,0,0,0,0,0
206,LP001693,0.03826839826839827,0.0,0.10274963820549927,360.0,1.0,Y,0,0,0,0,1,0,0,0,0
207,LP001698,0.047309833024118744,0.06074351405188758,0.06657018813314038,360.0,1.0,Y,1,0,1,0,0,0,0,0,0
208,LP001699,0.028806431663574522,0.0,0.0723589001447178,360.0,1.0,Y,1,0,0,0,1,0,0,0,0
209,LP001702,0.04042053184910328,0.0,0.170767004341534,360.0,1.0,N,1,0,0,1,0,0,0,0,0
210,LP001708,0.12183055040197897,0.0,0.29667149059334297,360.0,1.0,N,0,0,0,1,0,0,0,0,0
211,LP001711,0.040568954854669145,0.029999760001919985,0.17221418234442834,360.0,0.0,N,1,1,0,1,0,0,0,1,0
212,LP001713,0.09445887445887446,0.0,0.3342981186685962,360.0,1.0,Y,1,1,0,0,1,1,0,0,1
213,LP001715,0.06868274582560296,0.0,0.17510853835021706,360.0,1.0,Y,1,1,1,0,0,0,0,1,1
214,LP001716,0.037390228818800254,0.07250341997264022,0.18523878437047755,360.0,1.0,Y,1,1,0,0,1,0,0,0,0
215,LP001720,0.04576376004947434,0.023591811265509875,0.13169319826338638,360.0,1.0,Y,1,1,1,1,0,0,0,1,0
216,LP001722,0.0,0.04319965440276478,0.18234442836468884,360.0,1.0,N,1,1,0,0,0,0,0,0,0
217,LP001726,0.04424242424242425,0.042599659202726375,0.1765557163531114,360.0,1.0,Y,1,1,0,1,0,0,0,0,0
218,LP001732,0.05998763141620285,0.0,0.09117221418234442,360.0,0.0,N,1,1,0,1,0,0,1,0,0
219,LP001734,0.051119356833642556,0.057191542467660256,0.170767004341534,360.0,0.0,Y,0,1,0,1,0,0,1,0,0
220,LP001736,0.025615337043908473,0.0,0.07380607814761216,360.0,0.0,N,1,1,0,0,1,0,0,0,0
221,LP001743,0.04773036487322202,0.041207670338637294,0.15484804630969606,360.0,1.0,Y,1,1,0,1,0,0,1,0,0
222,LP001744,0.0348917748917749,0.06698346413228694,0.19536903039073802,360.0,1.0,Y,1,0,0,1,0,0,0,0,0
223,LP001749,0.09187384044526901,0.024239806081551348,0.24023154848046308,360.0,1.0,Y,1,1,0,1,0,0,0,0,0
224,LP001750,0.07544836116264687,0.0,0.17221418234442834,360.0,1.0,Y,1,1,0,1,0,0,0,0,0
225,LP001751,0.0383426097711812,0.0,0.2329956584659913,360.0,1.0,N,1,1,0,0,0,0,0,0,0
226,LP001754,0.05670995670995672,0.0,0.1866859623733719,360.0,1.0,N,1,1,1,0,1,0,0,1,1
